,neg,neu,pos,compound,Full_News,Publisher,label,word_count
1788,0.033,0.685,0.282,0.9984,president pm raising sanitation awareness president abdul hamid prime minister sheikh hasina friday said observance national sanitation month october global handwashing day help create mass awareness improve sanitation system country separate message wished success programme sanitation month hand washing day president message said hygienic sustainable sanitation prerequisite protection public health context increasing infection caused coronavirus worldwide improved sanitation hand washing soap important prevent disease like diarrhea added healthy life necessary develop habit washing hand soap every work especially eating toileting advised president hamid called ensuring participation socially disadvantaged community society along school college student programme successful implementation sanitation programme public private institution relevant development agency play active role spreading mass awareness proper sanitation waste management hygiene across country added said bangladesh attained remarkable success sanitation programme achieving millennium development goal mdgs also praised massively international level present bangladesh taken implemented various initiative achieve sustainable development goal sdgs mentioned said sanitary latrine public community toilet wash block built primary school ensure safe sanitation message prime minister sheikh hasina said government working tirelessly development public health since assuming power united nation given special importance safe sanitation management attaining target sustainable development goal sdgs said government determined ensure safe sanitation healthy environment implemented project cost around taka crore rural municipal area pure drinking water safe sanitation waste management department public health engineering around year result national coverage sanitation increased percent said premier said present around percent country population brought safe sanitation safe water source percent rate open defecation percent said adding reduced almost zero success bangladesh lauded international stage said adding government given approval different project ensuring supply safe drinking water said many project related water testing laboratory sanitation waste management underway project implemented conducive attain sdgs target ensure safely managed sanitation drinking water supply purpose proper observance national sanitation month world hand washing day important premier said result government sincere effort possible reduce spread different disease including covid large extent said sheikh hasina called upon concerned including non government organization development organization medium come forward spontaneously expedite social movement safe sanitation,Bangladesh Post,1,339
1789,0.027,0.853,0.12,0.9843,bangladesh roll red carpet welcome brunei sultan today bangladesh roll red carpet welcome brunei darussalam sultan haji hassanal bolkiah mu izzaddin waddaulah arriving dhaka today day state visit president abdul hamid along senior minister high civil military official receive sultan expected land hazrat shahjalal r international airport hsia noon bst special vvip flight brunei sultan accompanied royal family member minister various ministry bruei high level government official according schedule official concerned sultan waddaulah making maiden tour dhaka invitation bangladesh president prime minister sheikh hasina personnel drawn bangladesh army navy air force offer guard honour part welcome ceremony airport would escorted national martyr memorial savar outskirt capital motorcade later brunei sultan place wreath memory bangladesh nine month long liberation war martyr national martyr memorial savar plant sapling sign visitor book sultan scheduled stay hotel intercontinental dhaka president press secretary md joynal abedin told bs afternoon foreign minister dr abul kalam abdul momen also meet meeting room place residence pm local time sultan hold meeting president abdul hamid credential hall bangabhaban pm day later sign visitor book gallery hall presidential palace head state host state banquet cultural function honour sultan banquet hall durbar hall pm october sultan waddaulah visit bangabandhu memorial museum dhanmondi pay homage bangladesh founding father bangabandhu sheikh mujibur rahman also sign visitor book family member father nation receive sultan museum premise brunei sultan hold restricted level talk tete e tete prime minister sheikh hasina shimul prime minister office pmo delegation level talk premier held chameli pmo apart sultan engagement visit bangabhaban spokesman said three day visit special significance memorandum understanding mous agreement signed korobi hall mous agreement include bilateral aviation agreement bangladeshi manpower recruitment cooperation recognition mariner certificate two country sultan also sign visitor book brunei sultan leave dhaka october foreign minister see brunei sultan entourage member state guard honor day,Bangladesh Post,1,302
1790,0.073,0.702,0.225,0.9961,china hint funding teesta project chinese envoy dhaka said country positive funding teesta river management project northern bangladesh despite worry among people li jiming thursday said china hesitant receiving proposal bangladesh government funding project view worry many thought taking loan china would put bangladesh would ebt trap said talking people living bank teesta found seriously favour teesta river comprehensive management project important chinese ambassador responding question event national image china bangladesh hotel capital asked bangladesh government official something project one year ago assessment embassy decided important said teesta river comprehensive management project serious assessment relevant government agency envoy said asked give update chinese decision much talked project management frontier river would frank beijing chinese side bit reluctant towards project reason course know sensitivity observed said critic someone come say well another case chinese debt trap said pointing reason behind procrastination part country engaged funding executing numerous megaprojects bangladesh including iconic padma multipurpose bridge want make sure local people would welcome whether need whether support fortunately answer got trip extremely positive give great confidence say colleague beijing build confidence diplomat said narrating end china became positive funding project assure feedback beijing colleague positive tell people need project eagerly going benefit million people also positive even though worry concern opinion take positively told press make clear beijing stance project regarding china involvement resolving rohingya crisis said since beginning crisis china active facilitating negotiation bangladesh myanmar progress wo disclose right doer talker say envoy china mediated deal bangladesh myanmar refugee repatriation long stalled reportedly sticking point citizenship back home rakhine found right urgent task confidence building said reiterating country goal ensure voluntary dignified sustainable repatriation rohingya bangladesh frontier camp response question allegation persecution chinese authority uighur muslim said lot narrative news cooked western country rejecting allegation said million muslim among uighur community represents portion uyghur muslim found involved terrorist activity insurgency authority took measure per law land envoy said adding norm every country would like say xinjiang uyghur related issue suppressing certain minority ethnic group within china treat ethnic group china equally different ethnic group china uyghurs one added professor imtiaz ahmed director centre genocide study made presentation survey conducted centre national image china bangladesh among others prof mm akash prof delwar hossain ambassador munshi faiz ahmed spoke occasion,Bangladesh Post,1,376
1791,0.276,0.707,0.017,-0.9769,one victim gazipur filling station fire dy one five victim gazipur filling station fire died sheikh hasina national institute burn plastic surgery dhaka friday morning deceased identified mithu mia son fazlu mia hailed moulvibazar district mithu sustained per cent burn breathed last said institute emergency department doctor shuvo devnath body kept dmch morgue postmortem said adding condition four victim al amin anwar sirajul islam parvez critical received inhaling burn thursday evening fire triggered explosion occurred cylinder laden van refueling gas wahed ali filling station gazipur borobari area five people sustained burn injury fire standing nearby,Bangladesh Post,-1,95
1792,0.127,0.673,0.199,0.9465,rmg export u soar despite crisis following increase living cost due pressure inflation united state reduced purchase clothing bangladesh continues show strength export clothing america first eight month year january august country exported garment worth usd billion u department commerce office textile apparel otexa statistic published wednesday showed positive trend despite pandemic bangladesh booming situation garment export throughout last year garment industry entrepreneur bangladesh never good year sequence positive trend bangladesh clothing export various country including united state continued august last september month negative growth percent overall export including clothing according otexa data united state import cloth different country world increased percent first eight month bangladesh third largest source u apparel import eight month united state imported garment worth usd billion bangladesh bangladesh garment manufacturer exporter association bgmea director mohiuddin rubel told bangladesh post u retail industry recovering rapidly covid crisis reflected export bangladesh till august see jump garment export later september export stumbled witnessed negative trend explaining reason rubel said context disappointing global economy rising inflation due shock russia ukraine war foresee high growth u import october following month bangladesh apparel export maintained positive growth till august year reflected u import september see increase u import bangladesh september feared may negative growth garment export united state october,Bangladesh Post,1,208
1793,0.174,0.771,0.055,-0.9393,dengue patient hospitalised hr dengue patient died overnight total patient admitted different hospital across country period many dengue patient hospitalized dhaka city patient admitted hospital outside dhaka past hour press release directorate general health service dghs said total people died dengue disease january october first death dengue reported june year daily statement dghs said new case total number dengue patient year rose patient released hospital dengue fever mosquito borne illness occurs tropical subtropical area world outbreak disease usually seasonal peaking rainy season world health organization classifies dengue one top threat public health,Bangladesh Post,-1,92
1794,0.044,0.769,0.187,0.9945,ifad fund transforming life million un international fund agricultural development ifad surpassed goal make measurable stride reducing poverty hunger world rural area rare impact assessment project representing total investment u billion shown according newly released ifad impact assessment report ifad investment improved income million rural people least percent within three year period compared target million period million rural people saw production measured value crop livestock fish production rise ifad set target million million rural people improved access market enabling sell production target million according medium release received rome friday addition assessment showed ifad helped million people bolster resilience measured ability recover climatic non climatic shock thanks improved agricultural practice access technical assistance credit well diversification income source deeply satisfied see clear evidence ifad investment transforming life livelihood million rural woman men child said sara savastano director ifad research impact assessment division friday context economic difficulty rising pressure development budget clearly show donor investment make enormous difference lifting rural people poverty contributing global stability ifad international financial institution measure impact investment corporate level fund systematically conduct rigorous impact assessment sample least percent project impact assessment included total project completed ifad budgetary cycle covering percent assessment rate percentage point higher percent set ifad measure impact project represent total investment u billion amongst conclusion assessment confirms importance food system approach design rural development project mean supporting midstream food system investing processing transformation distribution agricultural good connect small scale producer value chain create additional value maximise benefit increased production productivity also showed positive outcome female empowerment rural community woman part ifad programme increased decision making power regarding income source household first step towards wider transformative change gender norm female empowerment report also note ifad target nutrition met period due least part fact project assessed report designed ifad started include systematically strategy address nutrition project report also underscore importance integrating activity stimulate behavioural change project achieve better result nutrition ifad impact assessment process part fund commitment improving effectiveness development programme ifad every dollar count essential u make effective use particularly context fiscal space shrinking savastano said evaluating past project impact assessment provides essential information better design manage future project,Bangladesh Post,1,354
1795,0.0,0.927,0.073,0.743,german parliamentary state secretary visit bangladesh dr barbel kofler member german parliament parliamentary state secretary federal ministry economic cooperation development bmz visiting bangladesh october november state secretary hold meeting minister high official government well different stakeholder visit project supported german government attend year german bangladesh development cooperation event arranged german embassy dhaka said press release friday second visit parliamentary state secretary dr kofler bangladesh md mosharraf hossain bhuiyan ambassador bangladesh germany met dr kofler october meeting thanked upcoming visit bangladesh discussed issue related bilateral business ongoing development cooperation accompanied md saiful islam minister commercial bangladesh embassy,Bangladesh Post,1,96
1796,0.044,0.902,0.054,0.0258,hint early winter panchagarh tentulia record lowest temp bangladesh may call indication early winter panchagarh district tetulia upazila recorded lowest temperature degree tetulia last border town bangladesh north stranger extreme cold year amid autumn dense fog covered upazila dawn till friday according bangladesh meteorological department bmd minimum temperature recorded degree tetulia till today due dense fog various vehicle seen plying road upazila headlight local said weather warm daytime past day midnight feel mild cold light fog cover area intense heat foggy weather brought relief people upazila russell shah official charge tetulia meteorological observatory said temperature started fall ahead winter following rain last day climate change may also attributed onset winter added,Bangladesh Post,0,111
1797,0.061,0.746,0.193,0.9571,india successfully test fire submarine ballistic missile india friday successfully test fired ballistic missile home made nuke submarine in arihant marking major milestone country naval history submarine launched ballistic missile slbm tested predetermined range impacted target area bay bengal high accuracy indian defence ministry said statement operational technological parameter weapon system validated ministry said successful test launch slbm in arihant significant prove crew competency validate india ballistic missile submarine programme key element india nuclear deterrence capability statement said robust survivable assured retaliatory capability keeping india policy credible minimum deterrence underpins first use commitment added india currently three home made ballistic missile submarine fleet including in arihant strategic strike nuclear submarine lead ship india arihant class nuclear powered ballistic missile submarine success test expert believe india ballistic missile submarine could target china pakistan underwater location,Bangladesh Post,1,134
1798,0.052,0.769,0.179,0.9888,bangamata bridge usher new hope china friendship bridge creates new bonding bangamata begum fazilatunnesa mujib th bangladesh china friendship bridge brought new hope bringing curtain year suffering agony endured people country southwestern region prime minister sheikh hasina formally opened much desired bangamata bridge river kacha bekutia pirojpur september bridge made communication easy kolkata india people living area south people greatly benefit bridge starting bridge various business establishment including restaurant built side bridge bridge expected help develop business industry based barishal jhalakathi pirojpur fast pace also helped establish direct road connectivity among kuakata sea beach payra deep sea port mongla seaport country largest land port benapole taking bangladesh post many people said cannot explain happy travel barishal without waiting long hour crossing river said people get huge benefit opening bridge especially people area go easily barishal take higher education get better treatment rafikul islam bus driver route told bangladesh post drive smoothly without unnecessary tension save fuel time earlier went barishal khulna five six hour take two three hour weng changmin deputy project manager china railway bureau group limited told bangladesh post good relationship bangladesh china commitment built th bangladesh china friendship bridge saw river barisal khulna take hour cross ferry covid pandemic even took longer time cross river took project successfully completed see happy people area benefit getting construction bridge said construction km bridge started june completed may sheikh mahatab toll supervisor bridge told bangladesh post opening bridge capacity expand toll collection process speed currently collect average tk per day however road highway department constructed bridge cost tk crore chinese government given tk crore project assistance bridge bangladesh government shared tk crore,Bangladesh Post,1,272
1799,0.121,0.753,0.126,0.6697,uk pm truss fire finance minister british prime minister liz truss friday dismissed finance minister forcing kwasi kwarteng carry turmoil sparked right wing economic platform restive conservative plotted demise chancellor exchequer dismissed person truss rushed back early international meeting washington multiple medium report said due later hold first downing street news conference immediate announcement successor become britain fourth finance minister year financial upheaval sparked new government september plan slash tax financed via billion borrowing subsided somewhat since bank england intervened bond market central bank adamant would end bond buying spree friday market analyst said bigger climbdown truss following kwarteng disastrous budget announcement last month would avert fresh panic timing given truss news conference announcement underscored sense peril conservative mp reportedly mobilised unseat new leader five week since succeeded boris johnson kwarteng due conclude annual meeting international monetary fund world bank washington weekend earning rebuke imf chief kristalina georgieva need coherent consistent policy treasury spokesman confirmed kwarteng cut short trip continue work medium term fiscal plan due october truss held hurried meeting financial advisor thursday absence uk broadcaster showed live footage kwarteng british airway plane landing heathrow airport government bond yield eased sign market expect volta face speculation rife truss would row back planned change corporation tax already changed mind cutting income tax highest earner promised tax cut centrepiece truss successful pitch tory party member rather rival rishi sunak best candidate replace johnson programme lie tatter truss judgement question ever sunak warning entirely vindicated higher borrowing pay tax cut served terrify market drive borrowing cost million briton speaking washington thursday kwarteng insisted job safe going anywhere said truss total confidence fellow free marketeer international trade minister greg hand told sky news friday morning however new yougov poll time newspaper said percent conservative voter want new prime minister downing street poll show mammoth lead opening opposition labour party threatening electoral meltdown tory hand said recognise multiple report senior tory mp plotting unseat truss installing new leadership team defeated rival sunak penny mordaunt also ran succeed johnson pressed whether truss still downing street week hand told itv oh definitely chancellor exchequer september budget sparked market chaos fear would drive state debt pound tumbled record dollar low near parity greenback bond yield surged stabilising bank england costly intervention ending friday market already priced fresh turn government leaving downing street room manoeuvre mel stride chairman treasury select committee house common urged kwarteng truss earlier friday happen market may adverse reaction said bbc television sophie lund yates lead equity analyst hargreaves lansdown agreed stride analysis sense urgency move would seem market optimistic kwarteng romcom worthy dash airport suggests dramatic reconciliation stubborn existing policy u turn investor waiting commented many pundit self inflicted damage risk proving terminal truss hard right platform government meltdown economic policy tatter frankly think conservative party hanging head shame putting country senior labour mp ed miliband told sky news,Bangladesh Post,1,476
1800,0.07,0.832,0.098,0.8979,encroachment river waterbodies fisherman boatman bear brunt abundant fish many river tributary either disappeared encroached leading loss natural flow water due rapid siltation many fisher men depended water body facing financial crisis due problem river based livelihood especially fishing business transportation face extinction bangladesh due heavy siltation endless encroachment river turag flow gazipur join buriganga mirpur dhaka one river face pollution encroachment adversely environmentalist conservationist said pollution river affecting livelihood also forcing many people look alternative source income green activist said discussion raised concern river pollution drastically changing turag shrinking opportunity people earn living river discussion titled river centric life livelihood held aim increasing public awareness prevent river pollution event took place bank turag river kaundia mirpur dhaka thursday organised waterkeepers bangladesh mohammad azaz chairman river delta research centre rdrc md monir hossain chairman bangladesh river foundation amjad ali lal general secretary amin bazar bridge ghaat worker union nitya babu rajbangshi local resident representative boatman community took part discussion among others representative local community based organisation working preventing river pollution also joined event besides local fisherman professional discussion talked pollution turag marginalised even hearing speech green activist event emphasized taking coordinated initiative protect river based life livelihood called special consideration view riverside people development plan nitya babu rajbangshi event elaborated family living adjacent five fishing village coping livelihood change caused pollution encroachment turag river said turgag river important source fish pollution made impossible fish survive next generation fisherman pollution hitting profession hard representative local boatman community said main profession people area fishing selling fish fisherman used get large quantity fish river income came selling fish child fishing community get education fish polluted river backdrop many people already changed profession old profession fisherman enough survive added nitya babu rajbangshi mentioned since one fishing community skill job living unemployed life family member many fisherman area living day hardship amjad ali lal spent whole life beside turag river said worker heavily depended fishing related activity past river became polluted fish available three month september october november river based profession facing extinction due river pollution added general secretary amin bazar bridge ghaat worker union said organisation registered worker hundred visit river frequently two third might score job good day fish dried turag related job said fisherman coastal area given food assistance card live bank small river see initiative protect livelihood provide incentive speech mohammad azaz said type profession associated turag developed gradually vanished different community depended river forced change profession many marginalised lost old professional identity added also said one service urbanization ensure supply fish mainly done fisherman community however community currently remains unemployed eight month year enough fish river main reason river pollution added mohammad azaz researcher river said fish village connected turag river whose livelihood connected river ghat turag river many laborer earn living moreover river centric transport system declining result income source people becoming limited regarding river based life livelihood said think possible save river based life livelihood community involved development plan institutional structure fishing community discussed md monir hossain said pollution encroachment eating turag river four major industrial hub around dhaka sreepur konabari tongi joydebpur severely pollute river pollution forced many people dependent river switch job added also said unplanned uncoordinated initiative save turag river largely responsible problem creating effective partnership relevant ministry boating organization possible save river pollution,Bangladesh Post,1,549
1801,0.032,0.875,0.093,0.9545,green factory propel rmg export green leadership energy environmental design leed factory blessing country helped draw attention global buyer bangladesh post pandemic period past experience entrepreneur setting green factory country global buyer usually place order factory international standard entrepreneur running business according business law law country well present leed green factory country platinum standard recognized united state green building council usgbc also factory waiting list getting certified leed green factory despite pandemic bangladesh seen boom garment export throughout last year garment industry entrepreneur bangladesh never good year green factory helped earn huge foreign currency said industry insider bangladesh garment manufacturer exporter association bgmea director mohiuddin rubel told bangladesh post social sustainability working since long one major example green factory decade ago one environment friendly green factory country number factory stood bangladesh rank first list green factory world contributes increasing export sector new normal circumstance country witnessed tremendous turnaround export especially readymade garment rmg able continue upward trend export factory near future also able draw attention global buyer green factory lead u among country added saturday three garment factory country recognized green factory usgbc include ca knitwear limited bhabanipur gazipur silken swing limited baniyarchala gazipur sultana sweater limited meherbari mymensingh factory received three platinum rating according rmg entrepreneur entrepreneur said huge investment required establish green factory investment tk crore tk crore required setting factory bighas land entrepreneur said entrepreneur made investment tk crore tk crore factory title green factory country till according get green factory accreditation project maintain highest standard construction manufacturing supervision usgbc application also submitted construction work building completed old building renovated importantly requires entrepreneur maintain percent international standard operation start production factory closure since bangladesh receiving leed certificate usgbc recognizes factory green factory based several criterion including renovation energy water waste management according bgmea green factory help reduce energy use percent water consumption percent also emit le carbon dioxide ensures environmental safety,Bangladesh Post,1,314
1802,0.163,0.644,0.193,0.8271,world food day today world food day wfd observed bangladesh elsewhere globe today world food day observed theme leave one behind world food day marked year multiple global challenge including covid pandemic conflict climate change rising price international tension affecting global food security said food agriculture organisation fao according fao recent report food security nutrition number people world affected hunger increased shadow covid pandemic around million people may still face hunger part due lasting effect covid pandemic global food security million people scenario pandemic occurred unless bold action taken accelerate progress especially action address major driver food insecurity malnutrition inequality affecting access million food hunger eradicated said fao president abdul hamid prime minister sheikh hasina issued separate message eve day president message said percent poor people food insecurity depend agriculture natural resource livelihood alternative increase agricultural production food security risk currently context rising global inflation due various reason including epidemic conflict climate change natural disaster prime minister sheikh hasina wished overall success day saying everyone participation able build happy prosperous developed nation eradicating hunger poverty fulfilling nutrition demand world food day celebrated every october mark founding un food agriculture organisation organisation country hold event meant promote worldwide awareness action suffer hunger need ensure food security nutritious diet,Bangladesh Post,1,207
1803,0.144,0.735,0.121,-0.9169,recognise pak atrocity genocide u lawmaker move resolution significant move two u lawmaker two parites republican democratic party joined force introduce historic resolution house representative urging president joe biden recognise atrocity committed ethnic bengali hindu pakistani armed force genocide congressman steve chabot republican party indian american congressman ro khanna democratic party introduced resolution u house representative friday calling pakistan offer apology people bangladesh role genocide face overwhelming evidence resolution call government pakistan offer acknowledgement role genocide offer formal apology government people bangladesh prosecute accordance international law perpetrator still living must let year erase memory million massacred recognising genocide strengthens historical record educates fellow american let would perpetrator know crime tolerated forgotten chabot introducing resolution tweeted bangladesh genocide must forgotten help hindu constituent ohio first district ro khanna introduced legislation recognise mass atrocity committed bengali hindu particular indeed genocide chabot said khanna democrat u representative california th congressional district tweeted along chabot introduced first resolution commemorating bengali genocide million ethnic bengali hindu killed displaced one forgotten genocide time genocide million people killed bangladesh east pakistan percent million killed hindu chabot u representative ohio st congressional district said opinion genocide like genocide like holocaust happened others occurred one thus far really declared definition working said report pti resolution welcomed bangladeshi community saleem reza noor whose family member brutally murdered armed islamist expressed relief year despair genocide finally getting recognition u congress noor said report pti expressed satisfaction republican democrat joined force introduce historic resolution potential reshape geopolitics south asia central asia indo pacific,Bangladesh Post,-1,251
1804,0.029,0.825,0.146,0.9949,intra asia co op needed curb inflation expert south asian country must think enhancing sub regional cooperation global power rethinking value chain post pandemic world scenario speaker expressed view conference south asian federation accountant safa hosted institute chartered accountant bangladesh icab city hotel saturday said covid induced economic slowdown disrupted global supply chain aggravated russia ukrainian war global economy experiencing inflation high supply liquidity resulted rapid increase commodity price especially price fuel crop fertilizer speaker cited issue created critical challenge macroeconomic management developing emerging economy said press release commerce minister tipu munshi inaugurated conference chief guest adviser prime minister private industry investment salman f rahman state minister planning dr shamsul alam spoke special guest parveen mahmud chairman organising committee conference icab president md shahadat hossain h hennayake bandara president safa also spoke occasion md humayun kabir past president council member icab gave brief note entire conference valedictory session delegate south asian country participated conference mohammad al maruf khan bangladesh ca chandrashekhar vasant chitale india sanjaya bandara sri lanka dr aditi haldar director global reporting initiative gri ca sushil kumar goyal india raju iyer pichumani india awais yasin pakistan prof lakshman r watawala sri lanka nuwan withanage sri lanka spoke among others occasion commerce minister tipu munshi said development bangladesh example many country country graduated sustain development growth need boost trade among country region therefore regional connectivity must said although bangladesh many challenge however working together regionally propel country go forward shortage rationale increasing regional trade cooperation among south asian country trade country steadily increasing especially last decade said former bangladesh bank governor dr atiur rahman said presenting keynote paper regional connectivity sustainable growth dr atiur said growth much slower pace true potential trade bangladesh bhutan india nepal increased six time still unexploited regional trade potential bangladesh remains high percent added tap unexploited potential south asian country need invest improving regional connectivity suggested prof dr javed siddiqui alliance manchester business school accounting finance division uk keynote speaker technical session one said sustainable finance mean ustainable investment like investment renewable energy recent time environmental social governance esg reporting provides holistic view activity company said bangladesh bank board director mahbub ahmed moderated technical session one tapan kanti ghosh senior secretary ministry commerce moderated technical session two sabbir ahmed council member icab partner hoda vasi chowdhury co chartered accountant presented another keynote paper current trend regional economy role professional accountancy organization pao citing example research keynote presenter sabbir ahmed said strong correlation number accountant working economy gdp per caput even stronger correlation un human development index hdi professional accounting body play active role improving country ease index providing practical insight sharing best practice example country said icab president md shahadat hossain said ensure growth need focus sustainability reporting green finance accountancy profession always faced challenge various complex situation use skill aggregating data useful information help cost analysis environmental decision involved audit assurance corporate social report conference organizing committee chairman parveen mahmud said committed achieving sustainable growth reduce unemployment without jeopardizing common aim avoiding new wave inflation effort must mutually supportive rather competitive added,Bangladesh Post,1,509
1805,0.021,0.906,0.073,0.926,bangladesh roll red carpet welcome brunei sultan red carpet rolled brunei darussalam sultan haji hassanal bolkiah mu izzaddin waddaulah arrived two day state visit bangladesh special vvip flight v qas royal brunei airline landed hazrat shahjalal r international airport hsia carrying brunei sultan entourage member pm maiden bangladesh visit president abdul hamid along senior minister high civil military official received brunei sultan accompanied royal family member minister various ministry brunei high level government official gun salute heralded arrival disembarked aircraft bangladesh president abdul hamid welcomed bouquet combined contingent bangladesh army navy air force presented honour guard sultan waddaulah along bangladesh president stood makeshift dais military band played national anthem country well brunei sultan also inspected guard bangladesh president introduced bangladeshi dignitary present reception line sultan waddaulah also introduced president hamid delegation accompanying brunei sultan making maiden tour dhaka invitation bangladesh president hamid prime minister sheikh hasina brunei independent islamic sultanate northern coast borneo island southeast asia entirely surrounded malaysia brunei gained independence british protectorate january led hassanal bolkiah since due ongoing covid situation people including brunei sultan bangladesh president seen follow health guideline including wearing mask maintaining social distance reception road transport bridge minister obaidul quader mp home minister asaduzzaman khan kamal mp commerce minister tipu munshi mp foreign minister dr ak abdul momen mp state minister foreign affair md shahriar alam mp standing presentation line besides chief three service principal secretary prime minister foreign secretary inspector general police igp secretary concerned bangabhaban senior civil military officer present later brunei sultan escorted national martyr memorial savar outskirt capital motorcade airport placed wreath memorial memory bangladesh liberation war martyr planted sapling signed visitor book sultan scheduled stay hotel intercontinental dhaka according programme schedule,Bangladesh Post,1,282
1806,0.11,0.851,0.039,-0.9565,baira saudi passport process move rejecting decision saudi arabian embassy dhaka allow third agency shapla center receive passport stamp visa bangladesh association international recruiting agency baira saturday announced non submission passport embassy clearance emergency meeting baira held city hotel president md abul bashar made announcement demanding cancellation embassy decision terming another initiative syndication illogical meeting leader baira general member demanded receive passport job seeker saudi arabia stamping visa baira bureau manpower employment training bmet necessary earlier last week saudi arabian embassy dhaka gave approval receive passport stamping visa shapla center private agency group visa processing agency bangladesh claiming decided avert pressure unnecessary hassle people according saudi embassy letter sent different agency usually send migrant country decision introducing new dropbox system effective saturday however rejecting process baira president abul bashar secretary general shamim ahmed chowdhury noman thursday sent letter embassy demanding cancellation center criticizing baira leader meeting alleged involvement shapla center receive passport stamp visa behalf embassy baira member demanded punitive measure expulsion trade body recruiting agency baira president presided meeting secretary general joint secretary general fakhrul islam moderated among others senior vice president reaz ul islam vice president noman chowdhury former secretary general ali haider chowdhury leader km tajul islam abdul alim siraj miah moazzem hossain abul monsur ahmed ahsanur rahman hasan nurul islam badsha anwar hossain sazzad hossain also spoke meeting meeting secretary general vice president noman chowdhury assured none present baira leader involved shapla center speech abul bashar said country sending migrant worker saudi arabia passport receiving visa stamping center country bangladeshi recruiting agency allow center called dropbox work saudi embassy must receive passport stamp visa behalf country embassy change decision receiving passport visa stamping dropbox country recruiting agency stop submitting passport embassy sunday today involved system punished expelled baira warned,Bangladesh Post,-1,293
1807,0.242,0.595,0.163,-0.9967,global tension coming climax growing concern nuclear war engulfed global community escalation russia missile attack different place ukraine alleged retaliation bombardment kerch bridge connecting crimea leader u led nato european nation supplying advanced weapon ukraine force crazy shoulder risk nuclear war world economic sanction uninterrupted arm supply russia u european country made putin furious increasingly desperate hand saudi led opec sided russia made biden impatient u market volatile american mid term poll may decisive fate joe biden mankind cannot afford war forget untold sorrow suffering pain inflicted second world war war claim life blood destroys civilization devastation war horrific impact still cause nightmare victim war creates nothing hatred among nation also destroys peace harmony among cast creed ethnicity terrific trauma devastation world war ii yet erased mind human being global people want war want peace amity among people world except powerful people control military single person world want war russia super power possessed huge nuclear arsenal still serious regaining breakaway country soviet union economic sanction russia u nato ally created deep mistrust russia already taken alternative way economic survival u russia also ego complex noted russia president vladimir putin former kgb official forget dismantling soviet union firm belief america behind breakaway soviet union united state suffering humiliating withdrawal afghanistan sort inferiority complex working ignoble surrender uncivilized taliban known much reasonable responsible world peace cause mankind western leader shown determination fight russia created growing concern danger global war widely believed among western leader nobody crazy take responsibility risk war mankind erdogan turkey long striving member european union despite major role nato included european union turkey vantage position mysterious role ukraine war excellent relation russia headache america turkey trying bring peace accordingly president erdogan started dealing russia ukraine initially ukraine begging peace russia playing name peace negotiation new reality would encourage russia come negotiating table though neither china india giving support un resolution russia neither china india would take risk war right relationship u turkey raised brow buying missile system russia turkey interesting development visible kingdom saudi arabia united arab emirate uae turned deaf ear call america ukraine war also interesting india member quad sided russia un security council arranges vote russia last two year international community devastating peril due corona virus taken million life moreover world could get rid pandemic yet world economy shamble would situation world war break main concern seven billion people world past decade america ally attentive china increasing global economic expansion increasing military might bangladesh become potential u ally including japan australia geo political location economic sanction russia u western ally brought adverse impact market america fighting grim battle reducing gas price upswinging spiraling rate gas price jumped per liter ukraine war u president biden claimed happened due russia kept mind emerging economic giant like dollar domination world capital market willing accept dollar main medium global trading china direct support towards russia become headache american ally huge population china russia market negligible china long standing desire create potential challenge u dollar would fulfilled immediately get russia financial move future u president obama nobel prize considering long would remain president united state america would war present president biden far people understand favor war u aggressive attitude tell something different usa hit nuclear weapon would certainly sit idle would situation global power including u china russia overwhelmingly enriched nuclear arsenal country use nuclear weapon would condition world doubt situation mankind annihilated bio diversity seriously jeopardized point extinction soil lose fecundity grow plant least year,Bangladesh Post,-1,575
